"","station_id","sample_year","cruise_id","haul_date","eq_time","eq_latitude","eq_longitude","effort","effort_units","Lat","Lon","doy","sp_name","catch_kg","X","Y","region","crs","log_effort","median_doy","scale_doy","mean_doy","sd_doy","scale_doy2","scaled_median"
"11",20030101031,2003,"SS0301",2003-09-01,2003-09-01 18:24:00,58.7682,-166.03,0.2318,"km2",58.7682,-166.03,244,"Pollock_A0",2.84,440.428367101673,6514.6992968461,"SEBS",32602,-1.46188034807649,245,-1,247.506625891947,12.8663937723753,-0.272541471525289,-0.194819615837408
"12",20030101031,2003,"SS0301",2003-09-01,2003-09-01 18:24:00,58.7682,-166.03,0.2318,"km2",58.7682,-166.03,244,"Pacific Cod_A0",0,440.428367101673,6514.6992968461,"SEBS",32602,-1.46188034807649,245,-1,247.506625891947,12.8663937723753,-0.272541471525289,-0.194819615837408
"13",20030101031,2003,"SS0301",2003-09-01,2003-09-01 18:24:00,58.7682,-166.03,0.2318,"km2",58.7682,-166.03,244,"Pacific Herring_All",0,440.428367101673,6514.6992968461,"SEBS",32602,-1.46188034807649,245,-1,247.506625891947,12.8663937723753,-0.272541471525289,-0.194819615837408
"14",20030101031,2003,"SS0301",2003-09-01,2003-09-01 18:24:00,58.7682,-166.03,0.2318,"km2",58.7682,-166.03,244,"Capelin_All",0,440.428367101673,6514.6992968461,"SEBS",32602,-1.46188034807649,245,-1,247.506625891947,12.8663937723753,-0.272541471525289,-0.194819615837408
"15",20030101031,2003,"SS0301",2003-09-01,2003-09-01 18:24:00,58.7682,-166.03,0.2318,"km2",58.7682,-166.03,244,"Forage",3.419,440.428367101673,6514.6992968461,"SEBS",32602,-1.46188034807649,245,-1,247.506625891947,12.8663937723753,-0.272541471525289,-0.194819615837408
"16",20030101032,2003,"SS0301",2003-09-01,2003-09-01 21:09:00,58.5082,-166.0162,0.287,"km2",58.5082,-166.0162,244,"Pollock_A0",3.048,440.78802471248,6485.73968095711,"SEBS",32602,-1.24827306322252,245,-1,247.506625891947,12.8663937723753,-0.272541471525289,-0.194819615837408
"17",20030101032,2003,"SS0301",2003-09-01,2003-09-01 21:09:00,58.5082,-166.0162,0.287,"km2",58.5082,-166.0162,244,"Pacific Cod_A0",0,440.78802471248,6485.73968095711,"SEBS",32602,-1.24827306322252,245,-1,247.506625891947,12.8663937723753,-0.272541471525289,-0.194819615837408
"18",20030101032,2003,"SS0301",2003-09-01,2003-09-01 21:09:00,58.5082,-166.0162,0.287,"km2",58.5082,-166.0162,244,"Pacific Herring_All",0.038,440.78802471248,6485.73968095711,"SEBS",32602,-1.24827306322252,245,-1,247.506625891947,12.8663937723753,-0.272541471525289,-0.194819615837408
"19",20030101032,2003,"SS0301",2003-09-01,2003-09-01 21:09:00,58.5082,-166.0162,0.287,"km2",58.5082,-166.0162,244,"Capelin_All",0,440.78802471248,6485.73968095711,"SEBS",32602,-1.24827306322252,245,-1,247.506625891947,12.8663937723753,-0.272541471525289,-0.194819615837408
"20",20030101032,2003,"SS0301",2003-09-01,2003-09-01 21:09:00,58.5082,-166.0162,0.287,"km2",58.5082,-166.0162,244,"Forage",16.334,440.78802471248,6485.73968095711,"SEBS",32602,-1.24827306322252,245,-1,247.506625891947,12.8663937723753,-0.272541471525289,-0.194819615837408
"21",20030101033,2003,"SS0301",2003-09-01,2003-09-01 23:54:00,58.2523,-166.0055,0.3038,"km2",58.2523,-166.0055,244,"Pollock_A0",0.022,440.985666525688,6457.24042572136,"SEBS",32602,-1.19138568882046,245,-1,247.506625891947,12.8663937723753,-0.272541471525289,-0.194819615837408
"22",20030101033,2003,"SS0301",2003-09-01,2003-09-01 23:54:00,58.2523,-166.0055,0.3038,"km2",58.2523,-166.0055,244,"Pacific Cod_A0",0,440.985666525688,6457.24042572136,"SEBS",32602,-1.19138568882046,245,-1,247.506625891947,12.8663937723753,-0.272541471525289,-0.194819615837408
"23",20030101033,2003,"SS0301",2003-09-01,2003-09-01 23:54:00,58.2523,-166.0055,0.3038,"km2",58.2523,-166.0055,244,"Pacific Herring_All",0.266,440.985666525688,6457.24042572136,"SEBS",32602,-1.19138568882046,245,-1,247.506625891947,12.8663937723753,-0.272541471525289,-0.194819615837408
"24",20030101033,2003,"SS0301",2003-09-01,2003-09-01 23:54:00,58.2523,-166.0055,0.3038,"km2",58.2523,-166.0055,244,"Capelin_All",0,440.985666525688,6457.24042572136,"SEBS",32602,-1.19138568882046,245,-1,247.506625891947,12.8663937723753,-0.272541471525289,-0.194819615837408
"25",20030101033,2003,"SS0301",2003-09-01,2003-09-01 23:54:00,58.2523,-166.0055,0.3038,"km2",58.2523,-166.0055,244,"Forage",12.132,440.985666525688,6457.24042572136,"SEBS",32602,-1.19138568882046,245,-1,247.506625891947,12.8663937723753,-0.272541471525289,-0.194819615837408
"26",20030101034,2003,"SS0301",2003-09-02,2003-09-02 02:23:00,58.0105,-166.032,0.2716,"km2",58.0105,-166.032,245,"Pollock_A0",0.012,439.018598718167,6430.34497198081,"SEBS",32602,-1.3034248832976,245,0,247.506625891947,12.8663937723753,-0.194819615837408,-0.194819615837408
"27",20030101034,2003,"SS0301",2003-09-02,2003-09-02 02:23:00,58.0105,-166.032,0.2716,"km2",58.0105,-166.032,245,"Pacific Cod_A0",0,439.018598718167,6430.34497198081,"SEBS",32602,-1.3034248832976,245,0,247.506625891947,12.8663937723753,-0.194819615837408,-0.194819615837408
"28",20030101034,2003,"SS0301",2003-09-02,2003-09-02 02:23:00,58.0105,-166.032,0.2716,"km2",58.0105,-166.032,245,"Pacific Herring_All",2.077,439.018598718167,6430.34497198081,"SEBS",32602,-1.3034248832976,245,0,247.506625891947,12.8663937723753,-0.194819615837408,-0.194819615837408
"29",20030101034,2003,"SS0301",2003-09-02,2003-09-02 02:23:00,58.0105,-166.032,0.2716,"km2",58.0105,-166.032,245,"Capelin_All",0,439.018598718167,6430.34497198081,"SEBS",32602,-1.3034248832976,245,0,247.506625891947,12.8663937723753,-0.194819615837408,-0.194819615837408
"30",20030101034,2003,"SS0301",2003-09-02,2003-09-02 02:23:00,58.0105,-166.032,0.2716,"km2",58.0105,-166.032,245,"Forage",34.086,439.018598718167,6430.34497198081,"SEBS",32602,-1.3034248832976,245,0,247.506625891947,12.8663937723753,-0.194819615837408,-0.194819615837408
"31",20030101035,2003,"SS0301",2003-09-02,2003-09-02 15:45:00,57.5015,-166.0377,0.2242,"km2",57.5015,-166.0377,245,"Pollock_A0",6.358,437.8137399053,6373.68777827843,"SEBS",32602,-1.49521676834408,245,0,247.506625891947,12.8663937723753,-0.194819615837408,-0.194819615837408
"32",20030101035,2003,"SS0301",2003-09-02,2003-09-02 15:45:00,57.5015,-166.0377,0.2242,"km2",57.5015,-166.0377,245,"Pacific Cod_A0",0,437.8137399053,6373.68777827843,"SEBS",32602,-1.49521676834408,245,0,247.506625891947,12.8663937723753,-0.194819615837408,-0.194819615837408
"33",20030101035,2003,"SS0301",2003-09-02,2003-09-02 15:45:00,57.5015,-166.0377,0.2242,"km2",57.5015,-166.0377,245,"Pacific Herring_All",33.041,437.8137399053,6373.68777827843,"SEBS",32602,-1.49521676834408,245,0,247.506625891947,12.8663937723753,-0.194819615837408,-0.194819615837408
"34",20030101035,2003,"SS0301",2003-09-02,2003-09-02 15:45:00,57.5015,-166.0377,0.2242,"km2",57.5015,-166.0377,245,"Capelin_All",0.018,437.8137399053,6373.68777827843,"SEBS",32602,-1.49521676834408,245,0,247.506625891947,12.8663937723753,-0.194819615837408,-0.194819615837408
"35",20030101035,2003,"SS0301",2003-09-02,2003-09-02 15:45:00,57.5015,-166.0377,0.2242,"km2",57.5015,-166.0377,245,"Forage",40.439,437.8137399053,6373.68777827843,"SEBS",32602,-1.49521676834408,245,0,247.506625891947,12.8663937723753,-0.194819615837408,-0.194819615837408
"36",20030101036,2003,"SS0301",2003-09-02,2003-09-02 20:33:00,56.9995,-166.0325,0.294,"km2",56.9995,-166.0325,245,"Pollock_A0",10,437.278355320327,6317.80424583587,"SEBS",32602,-1.22417551164346,245,0,247.506625891947,12.8663937723753,-0.194819615837408,-0.194819615837408
"37",20030101036,2003,"SS0301",2003-09-02,2003-09-02 20:33:00,56.9995,-166.0325,0.294,"km2",56.9995,-166.0325,245,"Pacific Cod_A0",0.146,437.278355320327,6317.80424583587,"SEBS",32602,-1.22417551164346,245,0,247.506625891947,12.8663937723753,-0.194819615837408,-0.194819615837408
"38",20030101036,2003,"SS0301",2003-09-02,2003-09-02 20:33:00,56.9995,-166.0325,0.294,"km2",56.9995,-166.0325,245,"Pacific Herring_All",0,437.278355320327,6317.80424583587,"SEBS",32602,-1.22417551164346,245,0,247.506625891947,12.8663937723753,-0.194819615837408,-0.194819615837408
"39",20030101036,2003,"SS0301",2003-09-02,2003-09-02 20:33:00,56.9995,-166.0325,0.294,"km2",56.9995,-166.0325,245,"Capelin_All",0,437.278355320327,6317.80424583587,"SEBS",32602,-1.22417551164346,245,0,247.506625891947,12.8663937723753,-0.194819615837408,-0.194819615837408
"40",20030101036,2003,"SS0301",2003-09-02,2003-09-02 20:33:00,56.9995,-166.0325,0.294,"km2",56.9995,-166.0325,245,"Forage",10.146,437.278355320327,6317.80424583587,"SEBS",32602,-1.22417551164346,245,0,247.506625891947,12.8663937723753,-0.194819615837408,-0.194819615837408
"41",20030101037,2003,"SS0301",2003-09-03,2003-09-03 00:49:00,56.5117,-165.9695,0.2647,"km2",56.5117,-165.9695,246,"Pollock_A0",9.407,440.336857778614,6263.45378558659,"SEBS",32602,-1.32915816974908,245,1,247.506625891947,12.8663937723753,-0.117097760149528,-0.194819615837408
"42",20030101037,2003,"SS0301",2003-09-03,2003-09-03 00:49:00,56.5117,-165.9695,0.2647,"km2",56.5117,-165.9695,246,"Pacific Cod_A0",0,440.336857778614,6263.45378558659,"SEBS",32602,-1.32915816974908,245,1,247.506625891947,12.8663937723753,-0.117097760149528,-0.194819615837408
"43",20030101037,2003,"SS0301",2003-09-03,2003-09-03 00:49:00,56.5117,-165.9695,0.2647,"km2",56.5117,-165.9695,246,"Pacific Herring_All",0,440.336857778614,6263.45378558659,"SEBS",32602,-1.32915816974908,245,1,247.506625891947,12.8663937723753,-0.117097760149528,-0.194819615837408
"44",20030101037,2003,"SS0301",2003-09-03,2003-09-03 00:49:00,56.5117,-165.9695,0.2647,"km2",56.5117,-165.9695,246,"Capelin_All",0,440.336857778614,6263.45378558659,"SEBS",32602,-1.32915816974908,245,1,247.506625891947,12.8663937723753,-0.117097760149528,-0.194819615837408
"45",20030101037,2003,"SS0301",2003-09-03,2003-09-03 00:49:00,56.5117,-165.9695,0.2647,"km2",56.5117,-165.9695,246,"Forage",9.407,440.336857778614,6263.45378558659,"SEBS",32602,-1.32915816974908,245,1,247.506625891947,12.8663937723753,-0.117097760149528,-0.194819615837408
"46",20030101038,2003,"SS0301",2003-09-03,2003-09-03 04:56:00,56.0137,-165.9795,0.2682,"km2",56.0137,-165.9795,246,"Pollock_A0",69.907,438.933451677244,6208.03719116228,"SEBS",32602,-1.31602230813456,245,1,247.506625891947,12.8663937723753,-0.117097760149528,-0.194819615837408
"47",20030101038,2003,"SS0301",2003-09-03,2003-09-03 04:56:00,56.0137,-165.9795,0.2682,"km2",56.0137,-165.9795,246,"Pacific Cod_A0",0,438.933451677244,6208.03719116228,"SEBS",32602,-1.31602230813456,245,1,247.506625891947,12.8663937723753,-0.117097760149528,-0.194819615837408
"48",20030101038,2003,"SS0301",2003-09-03,2003-09-03 04:56:00,56.0137,-165.9795,0.2682,"km2",56.0137,-165.9795,246,"Pacific Herring_All",4.3,438.933451677244,6208.03719116228,"SEBS",32602,-1.31602230813456,245,1,247.506625891947,12.8663937723753,-0.117097760149528,-0.194819615837408
"49",20030101038,2003,"SS0301",2003-09-03,2003-09-03 04:56:00,56.0137,-165.9795,0.2682,"km2",56.0137,-165.9795,246,"Capelin_All",0,438.933451677244,6208.03719116228,"SEBS",32602,-1.31602230813456,245,1,247.506625891947,12.8663937723753,-0.117097760149528,-0.194819615837408
"50",20030101038,2003,"SS0301",2003-09-03,2003-09-03 04:56:00,56.0137,-165.9795,0.2682,"km2",56.0137,-165.9795,246,"Forage",74.207,438.933451677244,6208.03719116228,"SEBS",32602,-1.31602230813456,245,1,247.506625891947,12.8663937723753,-0.117097760149528,-0.194819615837408
"51",20030101039,2003,"SS0301",2003-09-03,2003-09-03 16:06:00,55.5195,-165.9943,0.2652,"km2",55.5195,-165.9943,246,"Pollock_A0",0.022,437.221635735899,6153.05238369174,"SEBS",32602,-1.32727102067043,245,1,247.506625891947,12.8663937723753,-0.117097760149528,-0.194819615837408
"52",20030101039,2003,"SS0301",2003-09-03,2003-09-03 16:06:00,55.5195,-165.9943,0.2652,"km2",55.5195,-165.9943,246,"Pacific Cod_A0",0,437.221635735899,6153.05238369174,"SEBS",32602,-1.32727102067043,245,1,247.506625891947,12.8663937723753,-0.117097760149528,-0.194819615837408
"53",20030101039,2003,"SS0301",2003-09-03,2003-09-03 16:06:00,55.5195,-165.9943,0.2652,"km2",55.5195,-165.9943,246,"Pacific Herring_All",2.034,437.221635735899,6153.05238369174,"SEBS",32602,-1.32727102067043,245,1,247.506625891947,12.8663937723753,-0.117097760149528,-0.194819615837408
"54",20030101039,2003,"SS0301",2003-09-03,2003-09-03 16:06:00,55.5195,-165.9943,0.2652,"km2",55.5195,-165.9943,246,"Capelin_All",0,437.221635735899,6153.05238369174,"SEBS",32602,-1.32727102067043,245,1,247.506625891947,12.8663937723753,-0.117097760149528,-0.194819615837408
"55",20030101039,2003,"SS0301",2003-09-03,2003-09-03 16:06:00,55.5195,-165.9943,0.2652,"km2",55.5195,-165.9943,246,"Forage",2.113,437.221635735899,6153.05238369174,"SEBS",32602,-1.32727102067043,245,1,247.506625891947,12.8663937723753,-0.117097760149528,-0.194819615837408
"56",20030101040,2003,"SS0301",2003-09-03,2003-09-03 20:13:00,55.0215,-165.9983,0.2124,"km2",55.0215,-165.9983,246,"Pollock_A0",0.113,436.175471158388,6097.63953341564,"SEBS",32602,-1.54928398961435,245,1,247.506625891947,12.8663937723753,-0.117097760149528,-0.194819615837408
"57",20030101040,2003,"SS0301",2003-09-03,2003-09-03 20:13:00,55.0215,-165.9983,0.2124,"km2",55.0215,-165.9983,246,"Pacific Cod_A0",0,436.175471158388,6097.63953341564,"SEBS",32602,-1.54928398961435,245,1,247.506625891947,12.8663937723753,-0.117097760149528,-0.194819615837408
"58",20030101040,2003,"SS0301",2003-09-03,2003-09-03 20:13:00,55.0215,-165.9983,0.2124,"km2",55.0215,-165.9983,246,"Pacific Herring_All",0.157,436.175471158388,6097.63953341564,"SEBS",32602,-1.54928398961435,245,1,247.506625891947,12.8663937723753,-0.117097760149528,-0.194819615837408
"59",20030101040,2003,"SS0301",2003-09-03,2003-09-03 20:13:00,55.0215,-165.9983,0.2124,"km2",55.0215,-165.9983,246,"Capelin_All",0,436.175471158388,6097.63953341564,"SEBS",32602,-1.54928398961435,245,1,247.506625891947,12.8663937723753,-0.117097760149528,-0.194819615837408
"60",20030101040,2003,"SS0301",2003-09-03,2003-09-03 20:13:00,55.0215,-165.9983,0.2124,"km2",55.0215,-165.9983,246,"Forage",0.45,436.175471158388,6097.63953341564,"SEBS",32602,-1.54928398961435,245,1,247.506625891947,12.8663937723753,-0.117097760149528,-0.194819615837408
"61",20030101041,2003,"SS0301",2003-09-04,2003-09-04 00:27:00,54.522,-166.0058,0.2327,"km2",54.522,-166.0058,247,"Pollock_A0",0,434.898930261775,6042.06750627466,"SEBS",32602,-1.45800520867389,245,2,247.506625891947,12.8663937723753,-0.0393759044616471,-0.194819615837408
"62",20030101041,2003,"SS0301",2003-09-04,2003-09-04 00:27:00,54.522,-166.0058,0.2327,"km2",54.522,-166.0058,247,"Pacific Cod_A0",0,434.898930261775,6042.06750627466,"SEBS",32602,-1.45800520867389,245,2,247.506625891947,12.8663937723753,-0.0393759044616471,-0.194819615837408
"63",20030101041,2003,"SS0301",2003-09-04,2003-09-04 00:27:00,54.522,-166.0058,0.2327,"km2",54.522,-166.0058,247,"Pacific Herring_All",0,434.898930261775,6042.06750627466,"SEBS",32602,-1.45800520867389,245,2,247.506625891947,12.8663937723753,-0.0393759044616471,-0.194819615837408
"64",20030101041,2003,"SS0301",2003-09-04,2003-09-04 00:27:00,54.522,-166.0058,0.2327,"km2",54.522,-166.0058,247,"Capelin_All",0,434.898930261775,6042.06750627466,"SEBS",32602,-1.45800520867389,245,2,247.506625891947,12.8663937723753,-0.0393759044616471,-0.194819615837408
"65",20030101041,2003,"SS0301",2003-09-04,2003-09-04 00:27:00,54.522,-166.0058,0.2327,"km2",54.522,-166.0058,247,"Forage",0,434.898930261775,6042.06750627466,"SEBS",32602,-1.45800520867389,245,2,247.506625891947,12.8663937723753,-0.0393759044616471,-0.194819615837408
"66",20030101042,2003,"SS0301",2003-09-04,2003-09-04 05:29:00,54.7445,-165.0023,0.2913,"km2",54.7445,-165.0023,247,"Pollock_A0",0,499.851938940982,6066.36024023883,"SEBS",32602,-1.23340161501675,245,2,247.506625891947,12.8663937723753,-0.0393759044616471,-0.194819615837408
"67",20030101042,2003,"SS0301",2003-09-04,2003-09-04 05:29:00,54.7445,-165.0023,0.2913,"km2",54.7445,-165.0023,247,"Pacific Cod_A0",0,499.851938940982,6066.36024023883,"SEBS",32602,-1.23340161501675,245,2,247.506625891947,12.8663937723753,-0.0393759044616471,-0.194819615837408
"68",20030101042,2003,"SS0301",2003-09-04,2003-09-04 05:29:00,54.7445,-165.0023,0.2913,"km2",54.7445,-165.0023,247,"Pacific Herring_All",0,499.851938940982,6066.36024023883,"SEBS",32602,-1.23340161501675,245,2,247.506625891947,12.8663937723753,-0.0393759044616471,-0.194819615837408
"69",20030101042,2003,"SS0301",2003-09-04,2003-09-04 05:29:00,54.7445,-165.0023,0.2913,"km2",54.7445,-165.0023,247,"Capelin_All",0,499.851938940982,6066.36024023883,"SEBS",32602,-1.23340161501675,245,2,247.506625891947,12.8663937723753,-0.0393759044616471,-0.194819615837408
"70",20030101042,2003,"SS0301",2003-09-04,2003-09-04 05:29:00,54.7445,-165.0023,0.2913,"km2",54.7445,-165.0023,247,"Forage",0.644,499.851938940982,6066.36024023883,"SEBS",32602,-1.23340161501675,245,2,247.506625891947,12.8663937723753,-0.0393759044616471,-0.194819615837408
"71",20030101043,2003,"SS0301",2003-09-04,2003-09-04 15:39:00,54.9812,-164.9922,0.2696,"km2",54.9812,-164.9922,247,"Pollock_A0",2.388,500.499187815288,6092.69940686536,"SEBS",32602,-1.31081589994398,245,2,247.506625891947,12.8663937723753,-0.0393759044616471,-0.194819615837408
"72",20030101043,2003,"SS0301",2003-09-04,2003-09-04 15:39:00,54.9812,-164.9922,0.2696,"km2",54.9812,-164.9922,247,"Pacific Cod_A0",0,500.499187815288,6092.69940686536,"SEBS",32602,-1.31081589994398,245,2,247.506625891947,12.8663937723753,-0.0393759044616471,-0.194819615837408
"73",20030101043,2003,"SS0301",2003-09-04,2003-09-04 15:39:00,54.9812,-164.9922,0.2696,"km2",54.9812,-164.9922,247,"Pacific Herring_All",2.703,500.499187815288,6092.69940686536,"SEBS",32602,-1.31081589994398,245,2,247.506625891947,12.8663937723753,-0.0393759044616471,-0.194819615837408
"74",20030101043,2003,"SS0301",2003-09-04,2003-09-04 15:39:00,54.9812,-164.9922,0.2696,"km2",54.9812,-164.9922,247,"Capelin_All",0,500.499187815288,6092.69940686536,"SEBS",32602,-1.31081589994398,245,2,247.506625891947,12.8663937723753,-0.0393759044616471,-0.194819615837408
"75",20030101043,2003,"SS0301",2003-09-04,2003-09-04 15:39:00,54.9812,-164.9922,0.2696,"km2",54.9812,-164.9922,247,"Forage",5.091,500.499187815288,6092.69940686536,"SEBS",32602,-1.31081589994398,245,2,247.506625891947,12.8663937723753,-0.0393759044616471,-0.194819615837408
"76",20030101044,2003,"SS0301",2003-09-04,2003-09-04 18:10:00,55.2382,-164.992,0.285,"km2",55.2382,-164.992,247,"Pollock_A0",0,500.508712084497,6121.29862989892,"SEBS",32602,-1.25526609871349,245,2,247.506625891947,12.8663937723753,-0.0393759044616471,-0.194819615837408
"77",20030101044,2003,"SS0301",2003-09-04,2003-09-04 18:10:00,55.2382,-164.992,0.285,"km2",55.2382,-164.992,247,"Pacific Cod_A0",0,500.508712084497,6121.29862989892,"SEBS",32602,-1.25526609871349,245,2,247.506625891947,12.8663937723753,-0.0393759044616471,-0.194819615837408
"78",20030101044,2003,"SS0301",2003-09-04,2003-09-04 18:10:00,55.2382,-164.992,0.285,"km2",55.2382,-164.992,247,"Pacific Herring_All",0.568,500.508712084497,6121.29862989892,"SEBS",32602,-1.25526609871349,245,2,247.506625891947,12.8663937723753,-0.0393759044616471,-0.194819615837408
"79",20030101044,2003,"SS0301",2003-09-04,2003-09-04 18:10:00,55.2382,-164.992,0.285,"km2",55.2382,-164.992,247,"Capelin_All",0,500.508712084497,6121.29862989892,"SEBS",32602,-1.25526609871349,245,2,247.506625891947,12.8663937723753,-0.0393759044616471,-0.194819615837408
"80",20030101044,2003,"SS0301",2003-09-04,2003-09-04 18:10:00,55.2382,-164.992,0.285,"km2",55.2382,-164.992,247,"Forage",5.788,500.508712084497,6121.29862989892,"SEBS",32602,-1.25526609871349,245,2,247.506625891947,12.8663937723753,-0.0393759044616471,-0.194819615837408
"81",20030101045,2003,"SS0301",2003-09-04,2003-09-04 20:28:00,55.4873,-164.9948,0.2959,"km2",55.4873,-164.9948,247,"Pollock_A0",500,500.328592855865,6149.01987161986,"SEBS",32602,-1.21773371957597,245,2,247.506625891947,12.8663937723753,-0.0393759044616471,-0.194819615837408
"82",20030101045,2003,"SS0301",2003-09-04,2003-09-04 20:28:00,55.4873,-164.9948,0.2959,"km2",55.4873,-164.9948,247,"Pacific Cod_A0",0,500.328592855865,6149.01987161986,"SEBS",32602,-1.21773371957597,245,2,247.506625891947,12.8663937723753,-0.0393759044616471,-0.194819615837408
"83",20030101045,2003,"SS0301",2003-09-04,2003-09-04 20:28:00,55.4873,-164.9948,0.2959,"km2",55.4873,-164.9948,247,"Pacific Herring_All",9.464,500.328592855865,6149.01987161986,"SEBS",32602,-1.21773371957597,245,2,247.506625891947,12.8663937723753,-0.0393759044616471,-0.194819615837408
"84",20030101045,2003,"SS0301",2003-09-04,2003-09-04 20:28:00,55.4873,-164.9948,0.2959,"km2",55.4873,-164.9948,247,"Capelin_All",0,500.328592855865,6149.01987161986,"SEBS",32602,-1.21773371957597,245,2,247.506625891947,12.8663937723753,-0.0393759044616471,-0.194819615837408
"85",20030101045,2003,"SS0301",2003-09-04,2003-09-04 20:28:00,55.4873,-164.9948,0.2959,"km2",55.4873,-164.9948,247,"Forage",510.596,500.328592855865,6149.01987161986,"SEBS",32602,-1.21773371957597,245,2,247.506625891947,12.8663937723753,-0.0393759044616471,-0.194819615837408
"86",20030101046,2003,"SS0301",2003-09-04,2003-09-04 22:54:00,55.737,-164.9998,0.2752,"km2",55.737,-164.9998,247,"Pollock_A0",0,500.012558137141,6176.80902867062,"SEBS",32602,-1.29025717292295,245,2,247.506625891947,12.8663937723753,-0.0393759044616471,-0.194819615837408
"87",20030101046,2003,"SS0301",2003-09-04,2003-09-04 22:54:00,55.737,-164.9998,0.2752,"km2",55.737,-164.9998,247,"Pacific Cod_A0",0.924,500.012558137141,6176.80902867062,"SEBS",32602,-1.29025717292295,245,2,247.506625891947,12.8663937723753,-0.0393759044616471,-0.194819615837408
"88",20030101046,2003,"SS0301",2003-09-04,2003-09-04 22:54:00,55.737,-164.9998,0.2752,"km2",55.737,-164.9998,247,"Pacific Herring_All",0,500.012558137141,6176.80902867062,"SEBS",32602,-1.29025717292295,245,2,247.506625891947,12.8663937723753,-0.0393759044616471,-0.194819615837408
"89",20030101046,2003,"SS0301",2003-09-04,2003-09-04 22:54:00,55.737,-164.9998,0.2752,"km2",55.737,-164.9998,247,"Capelin_All",0,500.012558137141,6176.80902867062,"SEBS",32602,-1.29025717292295,245,2,247.506625891947,12.8663937723753,-0.0393759044616471,-0.194819615837408
"90",20030101046,2003,"SS0301",2003-09-04,2003-09-04 22:54:00,55.737,-164.9998,0.2752,"km2",55.737,-164.9998,247,"Forage",3.3,500.012558137141,6176.80902867062,"SEBS",32602,-1.29025717292295,245,2,247.506625891947,12.8663937723753,-0.0393759044616471,-0.194819615837408
